date,product_id,category,demand,price,has_promotion,is_holiday,day_of_week,month,temperature,competitor_price,stock_level
2023-03-17,PROD_006,Clothing,854,17.75,0,0,4,3,82.9,17.86,791
2023-03-18,PROD_006,Clothing,412,81.42,0,0,5,3,71.1,86.14,445
2023-03-19,PROD_006,Clothing,438,77.42,0,0,6,3,74.4,74.72,178
2023-03-20,PROD_006,Clothing,580,44.93,0,0,0,3,79.0,43.78,351
2023-03-21,PROD_006,Clothing,945,54.19,1,0,1,3,74.7,58.34,641
2023-03-22,PROD_006,Clothing,653,80.98,0,0,2,3,75.1,78.58,179
2023-03-23,PROD_006,Clothing,741,76.29,0,0,3,3,77.0,77.86,705
2023-03-24,PROD_006,Clothing,666,17.22,0,0,4,3,70.6,17.92,212
2023-03-25,PROD_006,Clothing,452,99.09,0,0,5,3,77.0,100.2,499
2023-03-26,PROD_006,Clothing,490,48.86,0,0,6,3,83.9,52.93,102
2023-03-27,PROD_006,Clothing,548,71.41,0,0,0,3,90.4,81.51,760
2023-03-28,PROD_006,Clothing,643,13.18,0,0,1,3,77.8,13.84,487
2023-03-29,PROD_006,Clothing,576,90.81,0,0,2,3,86.7,88.39,959
2023-03-30,PROD_006,Clothing,995,65.21,1,0,3,3,75.3,71.09,554
2023-03-31,PROD_006,Clothing,712,11.33,0,0,4,3,79.4,12.21,524
2023-04-01,PROD_006,Clothing,446,57.52,0,0,5,4,66.1,54.78,467
2023-04-02,PROD_006,Clothing,587,58.95,0,0,6,4,81.1,64.08,428
2023-04-03,PROD_006,Clothing,734,36.51,0,0,0,4,86.0,37.3,631
2023-04-04,PROD_006,Clothing,719,75.38,0,0,1,4,81.6,82.28,835
2023-04-05,PROD_006,Clothing,720,42.67,0,0,2,4,75.3,43.77,151
2023-04-06,PROD_006,Clothing,649,36.38,0,0,3,4,84.2,36.1,706
2023-04-07,PROD_006,Clothing,617,86.78,0,0,4,4,79.9,98.27,321
2023-04-08,PROD_006,Clothing,561,43.57,1,0,5,4,79.9,47.1,410
2023-04-09,PROD_006,Clothing,533,101.26,1,0,6,4,73.3,107.8,809
2023-04-10,PROD_006,Clothing,845,76.15,1,0,0,4,72.5,80.06,326
2023-04-11,PROD_006,Clothing,757,26.45,0,0,1,4,82.0,26.9,549
2023-04-12,PROD_006,Clothing,630,36.24,0,0,2,4,87.2,35.89,786
2023-04-13,PROD_006,Clothing,756,70.86,0,0,3,4,75.9,76.13,524
2023-04-14,PROD_006,Clothing,1064,63.2,1,0,4,4,79.9,71.97,419
2023-04-15,PROD_006,Clothing,419,16.77,0,0,5,4,79.1,16.26,220
2023-04-16,PROD_006,Clothing,592,68.58,1,0,6,4,73.1,66.75,534
2023-04-17,PROD_006,Clothing,776,62.99,0,0,0,4,81.4,68.8,511
2023-04-18,PROD_006,Clothing,1224,77.52,1,0,1,4,74.0,85.16,802
2023-04-19,PROD_006,Clothing,817,73.22,0,0,2,4,74.0,74.25,732
2023-04-20,PROD_006,Clothing,895,83.25,1,0,3,4,83.5,86.96,710
2023-04-21,PROD_006,Clothing,506,58.03,0,0,4,4,77.2,55.16,499
2023-04-22,PROD_006,Clothing,353,88.78,0,0,5,4,75.6,99.25,590
2023-04-23,PROD_006,Clothing,614,41.3,1,0,6,4,77.8,43.71,692
2023-04-24,PROD_006,Clothing,770,66.85,1,0,0,4,70.5,72.73,660
2023-04-25,PROD_006,Clothing,711,31.89,0,0,1,4,74.5,34.01,805
2023-04-26,PROD_006,Clothing,552,17.72,0,0,2,4,76.9,18.37,494
2023-04-27,PROD_006,Clothing,649,85.78,0,0,3,4,78.0,91.63,720
2023-04-28,PROD_006,Clothing,819,72.5,0,0,4,4,72.7,78.78,418
2023-04-29,PROD_006,Clothing,528,24.71,0,0,5,4,73.2,24.07,487
2023-04-30,PROD_006,Clothing,303,21.16,0,0,6,4,77.4,23.57,984
2023-05-01,PROD_006,Clothing,580,65.81,0,0,0,5,77.5,64.52,177
2023-05-02,PROD_006,Clothing,743,63.48,0,0,1,5,79.8,67.67,695
2023-05-03,PROD_006,Clothing,663,36.64,0,0,2,5,83.2,40.16,209
2023-05-04,PROD_006,Clothing,836,23.01,0,0,3,5,76.6,23.52,639
2023-05-05,PROD_006,Clothing,730,11.55,1,0,4,5,83.0,12.22,135
2023-05-06,PROD_006,Clothing,450,64.9,0,0,5,5,67.5,72.72,726
2023-05-07,PROD_006,Clothing,408,24.97,0,0,6,5,75.4,27.08,480
2023-05-08,PROD_006,Clothing,764,65.16,0,0,0,5,79.1,66.46,986
2023-05-09,PROD_006,Clothing,654,63.25,0,0,1,5,82.7,69.82,351
2023-05-10,PROD_006,Clothing,736,38.42,0,0,2,5,74.5,38.7,524
2023-05-11,PROD_006,Clothing,660,92.3,0,0,3,5,83.2,92.62,133
2023-05-12,PROD_006,Clothing,933,97.17,1,0,4,5,78.2,106.18,928
2023-05-13,PROD_006,Clothing,460,35.6,0,0,5,5,67.3,40.52,181
2023-05-14,PROD_006,Clothing,658,42.09,1,0,6,5,84.9,43.95,786
2023-05-15,PROD_006,Clothing,522,100.64,0,0,0,5,69.9,102.95,201
2023-05-16,PROD_006,Clothing,717,18.19,0,0,1,5,72.7,18.39,119
2023-05-17,PROD_006,Clothing,681,69.32,0,0,2,5,68.9,72.18,332
2023-05-18,PROD_006,Clothing,685,20.1,0,0,3,5,71.2,20.14,925
2023-05-19,PROD_006,Clothing,618,82.65,0,0,4,5,82.9,85.97,617
2023-05-20,PROD_006,Clothing,438,77.75,0,0,5,5,85.1,84.8,959
2023-05-21,PROD_006,Clothing,522,38.04,0,0,6,5,68.1,37.66,880
2023-05-22,PROD_006,Clothing,753,16.82,0,0,0,5,63.6,17.4,278
2023-05-23,PROD_006,Clothing,679,66.55,0,0,1,5,75.6,68.57,706
2023-05-24,PROD_006,Clothing,558,92.78,0,0,2,5,70.2,99.55,741
2023-05-25,PROD_006,Clothing,575,14.2,0,0,3,5,79.9,13.77,992
2023-05-26,PROD_006,Clothing,508,58.96,0,0,4,5,80.0,61.05,337
2023-05-27,PROD_006,Clothing,384,12.92,0,0,5,5,74.1,13.51,918
2023-05-28,PROD_006,Clothing,308,80.33,0,0,6,5,72.3,91.87,323
2023-05-29,PROD_006,Clothing,560,93.92,0,0,0,5,70.5,101.58,270
2023-05-30,PROD_006,Clothing,731,27.93,0,0,1,5,71.4,27.23,910
2023-05-31,PROD_006,Clothing,663,9.94,0,0,2,5,76.2,10.07,783
2023-06-01,PROD_006,Clothing,536,74.99,0,0,3,6,72.2,76.24,718
2023-06-02,PROD_006,Clothing,687,82.3,0,0,4,6,71.3,85.15,904
2023-06-03,PROD_006,Clothing,415,56.01,0,0,5,6,69.9,56.88,530
2023-06-04,PROD_006,Clothing,434,34.6,0,0,6,6,70.7,37.56,876
2023-06-05,PROD_006,Clothing,828,15.52,0,0,0,6,71.4,15.27,268
2023-06-06,PROD_006,Clothing,657,15.48,0,0,1,6,71.7,14.76,730
2023-06-07,PROD_006,Clothing,963,66.23,1,0,2,6,66.6,71.3,435
2023-06-08,PROD_006,Clothing,784,18.99,0,0,3,6,67.8,20.61,319
2023-06-09,PROD_006,Clothing,859,36.31,1,0,4,6,67.4,34.84,233
2023-06-10,PROD_006,Clothing,421,31.75,0,0,5,6,74.6,32.69,730
2023-06-11,PROD_006,Clothing,398,69.04,0,0,6,6,70.0,71.54,958
2023-06-12,PROD_006,Clothing,682,49.46,0,0,0,6,69.7,48.82,997
2023-06-13,PROD_006,Clothing,723,92.97,0,0,1,6,67.5,92.41,116
2023-06-14,PROD_006,Clothing,577,30.3,0,0,2,6,63.5,33.84,591
2023-06-15,PROD_006,Clothing,947,47.74,1,0,3,6,69.0,47.94,403
2023-06-16,PROD_006,Clothing,480,88.33,0,0,4,6,68.9,96.96,205
2023-06-17,PROD_006,Clothing,360,43.96,0,0,5,6,61.4,43.13,289
2023-06-18,PROD_006,Clothing,313,43.34,0,0,6,6,62.7,44.44,890
2023-06-19,PROD_006,Clothing,448,36.57,0,0,0,6,61.7,35.38,498
2023-06-20,PROD_006,Clothing,496,36.4,0,0,1,6,55.7,41.41,887
2023-06-21,PROD_006,Clothing,551,85.49,0,0,2,6,63.4,86.55,617
2023-06-22,PROD_006,Clothing,513,53.1,0,0,3,6,62.5,55.71,436
2023-06-23,PROD_006,Clothing,620,37.54,0,0,4,6,67.6,43.02,214
2023-06-24,PROD_006,Clothing,250,51.5,0,0,5,6,56.6,50.23,561
2023-06-25,PROD_006,Clothing,471,28.76,1,0,6,6,62.7,28.79,697
2023-06-26,PROD_006,Clothing,513,18.69,0,0,0,6,59.2,19.1,546
2023-06-27,PROD_006,Clothing,503,77.38,0,0,1,6,57.6,80.86,368
2023-06-28,PROD_006,Clothing,441,36.18,0,0,2,6,58.6,38.67,788
2023-06-29,PROD_006,Clothing,558,30.47,0,0,3,6,65.4,32.47,973
2023-06-30,PROD_006,Clothing,617,49.69,1,0,4,6,61.8,48.11,630
2023-07-01,PROD_006,Clothing,302,29.25,0,0,5,7,63.2,31.18,530
2023-07-02,PROD_006,Clothing,446,53.63,0,0,6,7,60.9,52.08,529
2023-07-03,PROD_006,Clothing,573,87.5,0,0,0,7,56.2,87.93,313
2023-07-04,PROD_006,Clothing,733,23.7,0,1,1,7,59.5,25.62,833
2023-07-05,PROD_006,Clothing,696,49.82,1,0,2,7,58.6,51.3,753
2023-07-06,PROD_006,Clothing,489,52.07,0,0,3,7,53.1,49.7,333
2023-07-07,PROD_006,Clothing,472,95.91,0,0,4,7,54.2,100.01,505
2023-07-08,PROD_006,Clothing,547,68.0,0,0,5,7,58.4,75.81,518
2023-07-09,PROD_006,Clothing,318,60.65,0,0,6,7,61.6,58.85,771
2023-07-10,PROD_006,Clothing,478,79.12,0,0,0,7,58.5,81.57,256
2023-07-11,PROD_006,Clothing,719,67.56,1,0,1,7,50.7,69.43,270
2023-07-12,PROD_006,Clothing,505,66.04,0,0,2,7,57.6,72.54,937
2023-07-13,PROD_006,Clothing,457,54.93,0,0,3,7,49.0,59.19,265
2023-07-14,PROD_006,Clothing,541,65.4,0,0,4,7,46.1,63.14,414
2023-07-15,PROD_006,Clothing,351,68.2,0,0,5,7,51.8,66.86,601
2023-07-16,PROD_006,Clothing,378,11.35,0,0,6,7,49.1,12.94,874
2023-07-17,PROD_006,Clothing,512,67.44,0,0,0,7,43.8,75.09,824
2023-07-18,PROD_006,Clothing,486,26.44,0,0,1,7,55.3,25.89,334
2023-07-19,PROD_006,Clothing,537,75.19,0,0,2,7,57.5,78.94,360
2023-07-20,PROD_006,Clothing,495,25.99,0,0,3,7,58.1,26.59,546
2023-07-21,PROD_006,Clothing,482,56.59,0,0,4,7,51.2,60.85,919
2023-07-22,PROD_006,Clothing,300,83.18,0,0,5,7,54.3,80.03,134
2023-07-23,PROD_006,Clothing,388,36.46,0,0,6,7,50.5,35.11,306
2023-07-24,PROD_006,Clothing,582,46.1,1,0,0,7,42.9,48.97,584
2023-07-25,PROD_006,Clothing,625,38.01,0,0,1,7,52.1,43.24,758
2023-07-26,PROD_006,Clothing,484,68.27,0,0,2,7,54.9,77.39,738
2023-07-27,PROD_006,Clothing,448,96.14,0,0,3,7,50.6,93.55,326
2023-07-28,PROD_006,Clothing,573,73.76,1,0,4,7,51.2,77.19,145
2023-07-29,PROD_006,Clothing,493,66.08,1,0,5,7,51.3,65.38,287
2023-07-30,PROD_006,Clothing,335,41.75,1,0,6,7,48.5,42.42,487
2023-07-31,PROD_006,Clothing,365,19.05,0,0,0,7,64.1,20.37,516
2023-08-01,PROD_006,Clothing,623,19.27,1,0,1,8,49.5,21.84,259
2023-08-02,PROD_006,Clothing,379,17.32,0,0,2,8,47.7,17.09,232
2023-08-03,PROD_006,Clothing,480,15.27,0,0,3,8,51.6,17.1,879
2023-08-04,PROD_006,Clothing,411,35.53,0,0,4,8,52.0,39.4,297
2023-08-05,PROD_006,Clothing,251,49.95,0,0,5,8,51.9,51.73,198
2023-08-06,PROD_006,Clothing,292,80.76,0,0,6,8,37.7,83.41,533
2023-08-07,PROD_006,Clothing,479,71.53,0,0,0,8,46.3,68.52,956
2023-08-08,PROD_006,Clothing,557,20.81,1,0,1,8,45.1,21.25,530
2023-08-09,PROD_006,Clothing,395,55.73,0,0,2,8,53.9,63.73,510
2023-08-10,PROD_006,Clothing,454,59.42,0,0,3,8,48.8,67.26,658
2023-08-11,PROD_006,Clothing,568,29.71,0,0,4,8,43.6,28.58,575
2023-08-12,PROD_006,Clothing,282,74.08,1,0,5,8,43.6,78.82,227
2023-08-13,PROD_006,Clothing,276,38.92,0,0,6,8,46.7,41.77,109
2023-08-14,PROD_006,Clothing,414,71.98,0,0,0,8,36.5,80.62,885
2023-08-15,PROD_006,Clothing,433,14.8,0,0,1,8,52.8,15.57,220
2023-08-16,PROD_006,Clothing,806,30.02,1,0,2,8,41.0,28.56,574
2023-08-17,PROD_006,Clothing,455,96.23,0,0,3,8,44.3,94.33,638
2023-08-18,PROD_006,Clothing,378,57.55,0,0,4,8,44.8,62.13,204
2023-08-19,PROD_006,Clothing,248,49.3,0,0,5,8,55.4,51.1,537
2023-08-20,PROD_006,Clothing,238,50.08,0,0,6,8,40.5,50.73,258
2023-08-21,PROD_006,Clothing,383,51.23,0,0,0,8,50.0,51.29,491
2023-08-22,PROD_006,Clothing,338,66.3,0,0,1,8,50.4,65.0,911
2023-08-23,PROD_006,Clothing,476,85.96,0,0,2,8,42.4,88.51,199
2023-08-24,PROD_006,Clothing,534,62.69,1,0,3,8,41.2,66.95,876
2023-08-25,PROD_006,Clothing,340,79.23,0,0,4,8,40.6,87.76,458
2023-08-26,PROD_006,Clothing,345,59.68,1,0,5,8,47.1,60.04,260
2023-08-27,PROD_006,Clothing,267,70.16,1,0,6,8,41.2,77.56,187
2023-08-28,PROD_006,Clothing,316,94.15,0,0,0,8,38.7,95.59,193
2023-08-29,PROD_006,Clothing,483,88.62,0,0,1,8,44.1,88.11,878
2023-08-30,PROD_006,Clothing,266,53.63,0,0,2,8,44.8,56.63,381
2023-08-31,PROD_006,Clothing,436,67.15,0,0,3,8,54.6,66.3,173
2023-09-01,PROD_006,Clothing,339,20.85,0,0,4,9,46.2,20.56,382
2023-09-02,PROD_006,Clothing,304,40.47,1,0,5,9,45.6,44.68,247
2023-09-03,PROD_006,Clothing,181,77.71,0,0,6,9,36.7,86.86,656
2023-09-04,PROD_006,Clothing,348,79.91,0,0,0,9,37.4,89.08,885
2023-09-05,PROD_006,Clothing,330,75.72,0,0,1,9,51.7,80.22,826
2023-09-06,PROD_006,Clothing,346,9.85,0,0,2,9,38.6,10.54,368
2023-09-07,PROD_006,Clothing,481,52.21,1,0,3,9,37.2,55.53,808
2023-09-08,PROD_006,Clothing,373,80.57,0,0,4,9,40.2,86.45,150
2023-09-09,PROD_006,Clothing,249,77.97,0,0,5,9,31.5,84.62,435
2023-09-10,PROD_006,Clothing,229,25.22,0,0,6,9,44.8,24.2,270
2023-09-11,PROD_006,Clothing,344,70.98,0,0,0,9,35.8,81.61,554
2023-09-12,PROD_006,Clothing,467,72.63,0,0,1,9,40.7,79.39,637
2023-09-13,PROD_006,Clothing,257,47.53,0,0,2,9,42.4,54.06,611
2023-09-14,PROD_006,Clothing,485,93.7,0,0,3,9,42.2,95.13,375
2023-09-15,PROD_006,Clothing,311,93.48,0,0,4,9,35.0,91.27,321
2023-09-16,PROD_006,Clothing,242,68.65,0,0,5,9,38.5,78.92,326
2023-09-17,PROD_006,Clothing,269,92.21,1,0,6,9,53.6,100.76,475
2023-09-18,PROD_006,Clothing,290,46.27,0,0,0,9,38.9,51.66,809
2023-09-19,PROD_006,Clothing,292,43.69,0,0,1,9,45.3,46.89,409
2023-09-20,PROD_006,Clothing,388,14.9,1,0,2,9,42.3,16.17,390
2023-09-21,PROD_006,Clothing,329,20.62,0,0,3,9,40.0,22.51,218
2023-09-22,PROD_006,Clothing,341,78.02,0,0,4,9,40.3,88.04,570
2023-09-23,PROD_006,Clothing,249,58.92,0,0,5,9,43.0,56.22,735
2023-09-24,PROD_006,Clothing,272,18.64,0,0,6,9,44.6,19.89,677
2023-09-25,PROD_006,Clothing,361,82.55,0,0,0,9,41.9,79.94,349
2023-09-26,PROD_006,Clothing,289,28.28,0,0,1,9,28.0,31.1,286
2023-09-27,PROD_006,Clothing,276,74.95,0,0,2,9,31.5,72.76,661
2023-09-28,PROD_006,Clothing,403,28.61,0,0,3,9,27.3,32.36,787
2023-09-29,PROD_006,Clothing,377,81.87,0,0,4,9,39.2,86.52,419
2023-09-30,PROD_006,Clothing,195,23.47,0,0,5,9,33.6,25.8,221
2023-10-01,PROD_006,Clothing,243,105.45,0,0,6,10,48.2,114.29,958
2023-10-02,PROD_006,Clothing,340,22.52,0,0,0,10,43.9,25.05,103
2023-10-03,PROD_006,Clothing,430,27.29,0,0,1,10,39.0,28.58,124
2023-10-04,PROD_006,Clothing,396,39.25,0,0,2,10,45.3,42.51,479
2023-10-05,PROD_006,Clothing,394,77.07,0,0,3,10,24.4,75.67,934
2023-10-06,PROD_006,Clothing,421,34.21,1,0,4,10,47.1,38.87,108
2023-10-07,PROD_006,Clothing,234,57.25,0,0,5,10,44.1,59.47,381
2023-10-08,PROD_006,Clothing,253,21.05,0,0,6,10,44.8,23.7,381
2023-10-09,PROD_006,Clothing,392,66.6,0,0,0,10,46.5,73.63,685
2023-10-10,PROD_006,Clothing,450,44.82,0,0,1,10,30.6,45.21,602
2023-10-11,PROD_006,Clothing,402,39.86,0,0,2,10,44.5,40.05,420
2023-10-12,PROD_006,Clothing,505,101.24,1,0,3,10,43.3,99.0,884
2023-10-13,PROD_006,Clothing,444,12.33,0,0,4,10,34.5,13.88,587
2023-10-14,PROD_006,Clothing,274,70.86,0,0,5,10,27.1,72.54,756
2023-10-15,PROD_006,Clothing,219,20.87,0,0,6,10,42.8,21.91,949
2023-10-16,PROD_006,Clothing,287,12.25,0,0,0,10,35.2,12.02,446
2023-10-17,PROD_006,Clothing,328,93.87,0,0,1,10,39.2,104.32,266
2023-10-18,PROD_006,Clothing,309,74.3,0,0,2,10,41.8,78.84,496
2023-10-19,PROD_006,Clothing,416,82.4,0,0,3,10,46.3,81.62,709
2023-10-20,PROD_006,Clothing,465,49.5,0,0,4,10,43.1,49.22,389
2023-10-21,PROD_006,Clothing,228,63.9,0,0,5,10,38.5,70.37,281
2023-10-22,PROD_006,Clothing,321,27.65,0,0,6,10,41.1,30.67,870
2023-10-23,PROD_006,Clothing,432,84.68,0,0,0,10,38.7,89.65,315
2023-10-24,PROD_006,Clothing,364,72.16,0,0,1,10,40.9,75.29,167
2023-10-25,PROD_006,Clothing,312,63.18,0,0,2,10,49.9,71.77,811
2023-10-26,PROD_006,Clothing,421,13.48,0,0,3,10,40.9,13.46,675
2023-10-27,PROD_006,Clothing,462,11.8,0,0,4,10,42.4,13.49,729
2023-10-28,PROD_006,Clothing,282,23.72,0,0,5,10,40.3,23.39,128
2023-10-29,PROD_006,Clothing,310,14.04,1,0,6,10,38.9,16.09,557
2023-10-30,PROD_006,Clothing,427,86.65,0,0,0,10,42.7,88.27,161
2023-10-31,PROD_006,Clothing,371,25.78,0,0,1,10,50.4,28.18,548
2023-11-01,PROD_006,Clothing,419,44.24,0,0,2,11,37.1,45.4,862
2023-11-02,PROD_006,Clothing,349,67.05,0,0,3,11,45.3,73.42,513
2023-11-03,PROD_006,Clothing,313,22.23,0,0,4,11,45.5,22.52,774
2023-11-04,PROD_006,Clothing,280,40.33,0,0,5,11,57.5,45.98,359
2023-11-05,PROD_006,Clothing,395,71.17,1,0,6,11,40.5,70.28,933
2023-11-06,PROD_006,Clothing,377,48.91,0,0,0,11,44.8,47.55,441
2023-11-07,PROD_006,Clothing,412,19.59,0,0,1,11,47.1,19.2,379
2023-11-08,PROD_006,Clothing,645,81.12,1,0,2,11,43.1,85.56,842
2023-11-09,PROD_006,Clothing,323,13.16,0,0,3,11,37.6,12.71,707
2023-11-10,PROD_006,Clothing,426,30.92,1,0,4,11,38.9,30.18,576
2023-11-11,PROD_006,Clothing,243,75.85,0,0,5,11,40.2,77.27,771
2023-11-12,PROD_006,Clothing,245,33.58,0,0,6,11,40.2,32.28,701
2023-11-13,PROD_006,Clothing,456,63.04,0,0,0,11,51.2,65.08,888
2023-11-14,PROD_006,Clothing,472,43.04,0,0,1,11,48.9,44.41,861
2023-11-15,PROD_006,Clothing,456,45.75,0,0,2,11,42.3,50.15,668
2023-11-16,PROD_006,Clothing,449,100.99,0,0,3,11,52.0,110.0,282
2023-11-17,PROD_006,Clothing,603,71.81,1,0,4,11,54.1,75.78,457
2023-11-18,PROD_006,Clothing,435,88.37,1,0,5,11,46.1,93.14,428
2023-11-19,PROD_006,Clothing,193,88.13,0,0,6,11,45.6,83.75,512
2023-11-20,PROD_006,Clothing,362,13.16,0,0,0,11,44.6,13.65,473
2023-11-21,PROD_006,Clothing,593,73.76,0,1,1,11,45.9,70.61,564
2023-11-22,PROD_006,Clothing,751,97.48,0,1,2,11,49.9,110.81,873
2023-11-23,PROD_006,Clothing,716,75.26,0,1,3,11,49.5,81.84,178
2023-11-24,PROD_006,Clothing,797,78.69,1,1,4,11,43.0,77.83,727
2023-11-25,PROD_006,Clothing,418,29.26,0,1,5,11,49.0,28.3,438
2023-11-26,PROD_006,Clothing,427,32.8,0,1,6,11,47.0,32.89,491
2023-11-27,PROD_006,Clothing,598,60.69,0,1,0,11,39.4,62.65,655
2023-11-28,PROD_006,Clothing,488,97.01,0,0,1,11,52.8,100.65,568
2023-11-29,PROD_006,Clothing,513,39.72,0,0,2,11,51.3,37.8,206
2023-11-30,PROD_006,Clothing,452,62.59,1,0,3,11,55.2,61.1,808
2023-12-01,PROD_006,Clothing,587,63.73,1,0,4,12,51.5,67.32,862
2023-12-02,PROD_006,Clothing,326,82.65,0,0,5,12,52.4,93.43,694
2023-12-03,PROD_006,Clothing,257,13.4,0,0,6,12,50.0,14.67,861
2023-12-04,PROD_006,Clothing,508,83.52,0,0,0,12,45.4,95.54,348
2023-12-05,PROD_006,Clothing,408,89.26,0,0,1,12,55.2,88.9,951
2023-12-06,PROD_006,Clothing,557,45.04,1,0,2,12,47.5,51.73,421
2023-12-07,PROD_006,Clothing,381,52.05,0,0,3,12,53.7,56.99,367
2023-12-08,PROD_006,Clothing,348,104.33,0,0,4,12,58.8,106.94,390
2023-12-09,PROD_006,Clothing,283,62.7,0,0,5,12,54.2,64.75,934
2023-12-10,PROD_006,Clothing,376,39.44,0,0,6,12,53.8,45.26,111
2023-12-11,PROD_006,Clothing,360,94.34,0,0,0,12,43.2,95.01,314
2023-12-12,PROD_006,Clothing,492,40.31,0,0,1,12,43.2,40.65,739
2023-12-13,PROD_006,Clothing,581,16.48,0,0,2,12,53.0,18.63,566
2023-12-14,PROD_006,Clothing,489,39.25,0,0,3,12,48.3,43.55,322
2023-12-15,PROD_006,Clothing,476,66.13,0,0,4,12,54.6,66.93,720
2023-12-16,PROD_006,Clothing,262,37.86,0,0,5,12,61.6,40.6,821
2023-12-17,PROD_006,Clothing,419,39.22,1,0,6,12,57.5,38.94,477
2023-12-18,PROD_006,Clothing,552,71.43,0,0,0,12,53.2,71.79,813
2023-12-19,PROD_006,Clothing,522,54.98,0,0,1,12,57.3,54.01,837
2023-12-20,PROD_006,Clothing,503,38.59,0,0,2,12,55.1,40.38,606
2023-12-21,PROD_006,Clothing,823,41.62,0,1,3,12,55.9,47.28,522
2023-12-22,PROD_006,Clothing,696,73.44,0,1,4,12,60.5,79.5,344
2023-12-23,PROD_006,Clothing,683,76.5,1,1,5,12,55.8,86.62,213
2023-12-24,PROD_006,Clothing,242,17.54,0,1,6,12,49.8,19.35,637
2023-12-25,PROD_006,Clothing,587,101.36,0,1,0,12,55.9,103.23,401
2023-12-26,PROD_006,Clothing,654,99.95,0,1,1,12,56.2,95.14,887
2023-12-27,PROD_006,Clothing,1143,59.52,1,1,2,12,63.7,62.25,156
2023-12-28,PROD_006,Clothing,810,65.97,0,1,3,12,64.4,66.12,756
2023-12-29,PROD_006,Clothing,841,69.51,0,1,4,12,62.6,71.59,957
2023-12-30,PROD_006,Clothing,489,36.9,0,1,5,12,54.4,38.03,655
2023-12-31,PROD_006,Clothing,403,17.51,0,1,6,12,54.2,17.18,428
2022-01-01,PROD_007,Sports,243,91.64,1,0,5,1,59.7,93.21,227
2022-01-02,PROD_007,Sports,246,96.4,1,0,6,1,54.9,108.9,368
2022-01-03,PROD_007,Sports,267,69.53,0,0,0,1,57.3,75.43,508
2022-01-04,PROD_007,Sports,268,90.91,0,0,1,1,60.0,98.4,542
2022-01-05,PROD_007,Sports,489,72.62,1,0,2,1,64.2,82.82,322
2022-01-06,PROD_007,Sports,250,54.69,0,0,3,1,57.9,56.63,855
2022-01-07,PROD_007,Sports,274,93.97,0,0,4,1,66.6,105.68,360
2022-01-08,PROD_007,Sports,216,22.52,0,0,5,1,69.3,22.62,156
2022-01-09,PROD_007,Sports,155,85.02,0,0,6,1,63.9,95.45,828
2022-01-10,PROD_007,Sports,517,82.6,1,0,0,1,66.7,89.37,368
2022-01-11,PROD_007,Sports,267,14.68,0,0,1,1,67.3,15.05,747
2022-01-12,PROD_007,Sports,363,90.46,0,0,2,1,67.7,99.42,835
2022-01-13,PROD_007,Sports,352,13.21,0,0,3,1,62.1,13.35,271
2022-01-14,PROD_007,Sports,316,39.43,0,0,4,1,59.7,43.32,580
2022-01-15,PROD_007,Sports,190,52.1,0,0,5,1,64.7,59.42,698
2022-01-16,PROD_007,Sports,224,39.75,0,0,6,1,60.4,40.28,863
2022-01-17,PROD_007,Sports,277,77.93,0,0,0,1,68.3,86.42,694
2022-01-18,PROD_007,Sports,352,72.55,0,0,1,1,66.1,73.27,161
2022-01-19,PROD_007,Sports,249,38.54,0,0,2,1,73.6,40.51,284
2022-01-20,PROD_007,Sports,315,81.17,0,0,3,1,71.5,77.8,156
2022-01-21,PROD_007,Sports,313,67.8,0,0,4,1,68.3,69.3,713
2022-01-22,PROD_007,Sports,213,101.03,0,0,5,1,67.7,105.07,321
2022-01-23,PROD_007,Sports,247,26.88,0,0,6,1,67.8,30.83,878
2022-01-24,PROD_007,Sports,415,98.3,1,0,0,1,74.0,104.17,393
2022-01-25,PROD_007,Sports,255,84.14,0,0,1,1,71.9,86.32,146
2022-01-26,PROD_007,Sports,312,90.97,0,0,2,1,74.9,87.31,165
2022-01-27,PROD_007,Sports,522,17.54,1,0,3,1,65.4,18.67,986
2022-01-28,PROD_007,Sports,333,11.4,1,0,4,1,63.9,11.9,428
2022-01-29,PROD_007,Sports,200,10.4,0,0,5,1,57.2,10.16,562
2022-01-30,PROD_007,Sports,210,27.69,0,0,6,1,76.7,31.31,947
2022-01-31,PROD_007,Sports,278,25.36,0,0,0,1,64.2,28.64,285
2022-02-01,PROD_007,Sports,407,49.36,1,0,1,2,78.0,51.93,588
2022-02-02,PROD_007,Sports,322,84.32,0,0,2,2,60.5,90.25,209
2022-02-03,PROD_007,Sports,351,31.58,0,0,3,2,66.8,31.51,714
2022-02-04,PROD_007,Sports,413,99.17,0,0,4,2,74.3,97.03,841
2022-02-05,PROD_007,Sports,236,41.57,0,0,5,2,76.9,43.68,500
2022-02-06,PROD_007,Sports,216,49.74,0,0,6,2,63.4,49.48,821
2022-02-07,PROD_007,Sports,378,15.51,0,0,0,2,68.6,16.01,721
2022-02-08,PROD_007,Sports,396,55.4,0,0,1,2,73.4,56.1,480
2022-02-09,PROD_007,Sports,370,76.85,1,0,2,2,84.5,83.85,675
2022-02-10,PROD_007,Sports,396,85.66,0,0,3,2,71.5,85.1,684
2022-02-11,PROD_007,Sports,391,90.57,0,0,4,2,84.3,95.61,281
2022-02-12,PROD_007,Sports,225,64.08,1,0,5,2,74.0,66.08,925
